,Angry,Disgust,Fear,Happy,Sad,Surprise,Neutral
0,0.917751133441925,0.0008049757452681661,0.00023075251374393702,0.002004206646233797,0.013688568957149982,0.00011005431588273495,0.06541027873754501
1,0.9180356860160828,0.0007771883392706513,0.0002018173545366153,0.002309235744178295,0.013234901241958141,0.00012353825150057673,0.0653175562620163
2,0.9134711027145386,0.0017182405572384596,0.0004887479008175433,0.0021068823989480734,0.013373035006225109,0.0002557059924583882,0.06858624517917633
3,0.9055584669113159,0.0018765188287943602,0.0005854924093000591,0.0024652513675391674,0.015518947504460812,0.00024071977532003075,0.07375462353229523
4,0.9093332290649414,0.0012253434397280216,0.0005603342433460057,0.001749496441334486,0.016359703615307808,0.0001915663160616532,0.070580393075943
5,0.9584457874298096,0.00032373465364798903,0.0002522270369809121,0.00053213577484712,0.00612625339999795,0.00019730876374524087,0.03412250801920891
6,0.893846869468689,0.0006936799036338925,0.0005662796902470291,0.0012295125052332878,0.011002878658473492,0.00022675127547699958,0.09243404120206833
7,0.9567825198173523,0.0004232987412251532,0.0004820573376491666,0.0005767720867879689,0.0060612112283706665,0.00021099005243740976,0.035463228821754456
8,0.9811088442802429,0.0003162889333907515,0.0003429723437875509,0.0003734739439096302,0.0026128615718334913,0.00019744365999940783,0.01504835207015276
9,0.9464882612228394,0.0007162338006310165,0.0007004206418059766,0.0004355122218839824,0.011617925018072128,0.00031188823049888015,0.039729729294776917
10,0.9035879969596863,0.0029304756317287683,0.00083850824739784,0.0006786934100091457,0.03564587980508804,0.0004895060556009412,0.055829040706157684
11,0.815799355506897,0.012999525293707848,0.0022543270606547594,0.0002953055955003947,0.11685008555650711,0.001016693189740181,0.05078455060720444
12,0.815799355506897,0.012999525293707848,0.0022543270606547594,0.0002953055955003947,0.11685008555650711,0.001016693189740181,0.05078455060720444
13,0.6117119789123535,0.041446056216955185,0.00833117589354515,0.00041588651947677135,0.23693864047527313,0.0015924804611131549,0.09956379979848862
14,0.9286467432975769,0.014178852550685406,0.0007673564832657576,0.00028369011124596,0.02671653777360916,0.00036268189433030784,0.029043959453701973
15,0.870381236076355,0.008447721600532532,0.0007147304713726044,0.0009938665898516774,0.03462754935026169,0.000299640407320112,0.08453530818223953
16,0.9407564997673035,0.0019440035102888942,0.00028034899150952697,0.0007500271312892437,0.010719811543822289,0.00016337459965143353,0.0453859306871891
17,0.9607840180397034,0.0042654681019485,0.00012547834194265306,0.00032739833113737404,0.007570556830614805,8.774958405410871e-05,0.026839174330234528
18,0.9607840180397034,0.0042654681019485,0.00012547834194265306,0.00032739833113737404,0.007570556830614805,8.774958405410871e-05,0.026839174330234528
19,0.9617320895195007,0.00232405005954206,0.00013231244520284235,0.0002576432016212493,0.006986547727137804,9.894862159853801e-05,0.028468545526266098
20,0.8887343406677246,0.002995534799993038,0.0002024057030212134,0.0009527505608275533,0.01274907123297453,0.0001900647912407294,0.09417593479156494
21,0.920749306678772,0.0022891834378242493,0.0001701110159046948,0.0005213465192355216,0.01389979012310505,0.00016419202438555658,0.06220598891377449
22,0.9383079409599304,0.0011796463513746858,0.00013850888353772461,0.0004331315867602825,0.010134425945580006,8.987049659481272e-05,0.04971659556031227
23,0.8249776363372803,0.0013080069329589605,0.0005920727853663266,0.0004962901584804058,0.04151709005236626,0.0004065988468937576,0.13070234656333923
24,0.8249776363372803,0.0013080069329589605,0.0005920727853663266,0.0004962901584804058,0.04151709005236626,0.0004065988468937576,0.13070234656333923
25,0.8819894790649414,0.0013061966747045517,0.00021139874297659844,0.0005673797568306327,0.015908334404230118,0.0002100194396916777,0.0998072698712349
26,0.9036526083946228,0.0008335732854902744,0.0001716660481179133,0.00049222307279706,0.0118379732593894,0.00018548536172602326,0.08282645046710968
27,0.8430162668228149,0.0013835085555911064,0.0002929767651949078,0.0005835607880726457,0.025568820536136627,0.0002920558908954263,0.12886278331279755
28,0.9048736691474915,0.00247588031925261,0.00030298298224806786,0.0003092027036473155,0.014101277105510235,0.00026649030041880906,0.07767041027545929
29,0.9016215801239014,0.0007541275699622929,0.00026619405252858996,0.0005311352433636785,0.008626324124634266,0.00019615735800471157,0.08800443261861801
30,0.9000982642173767,0.000786681950557977,0.00026748370146378875,0.0005387435667216778,0.008472987450659275,0.00021918125275988132,0.08961661159992218
31,0.9418658018112183,0.0011204694164916873,0.000483272218843922,0.00042550350190140307,0.006869875825941563,0.0006361411069519818,0.04859894886612892
32,0.9602079391479492,0.0011656599817797542,0.0009984514908865094,0.0002837766660377383,0.00492628151550889,0.0011660931631922722,0.031251873821020126
33,0.9545150995254517,0.0013515455648303032,0.0005305982194840908,0.0007439235341735184,0.005593861918896437,0.0007569173467345536,0.036507997661828995
34,0.9443218111991882,0.0019281355198472738,0.0011177822016179562,0.00044059427455067635,0.005362482275813818,0.0024310194421559572,0.044398218393325806
35,0.9239619374275208,0.0005037132068537176,0.0007309882203117013,0.0004678034456446767,0.004974370822310448,0.0002920292317867279,0.06906923651695251
36,0.9290485382080078,0.00047469913261011243,0.0007474806043319404,0.0005520919221453369,0.005009128712117672,0.00027131583192385733,0.06389664113521576
37,0.9271586537361145,0.0011044553248211741,0.0012784238206222653,0.00018880008428823203,0.021381666883826256,0.00029432991868816316,0.04859364032745361
38,0.8717390298843384,0.0011148285120725632,0.000784724426921457,0.00018222183280158788,0.021261734887957573,0.00048754955059848726,0.10442998260259628
39,0.7775710821151733,0.0015351182082667947,0.00047417302266694605,0.00040340449777431786,0.017339298501610756,0.0007514315075241029,0.20192557573318481
40,0.6980786919593811,0.007656427565962076,0.0007288926863111556,0.0018760922830551863,0.01849595084786415,0.0013893592404201627,0.27177461981773376
41,0.9373419880867004,0.005961563438177109,0.0011004157131537795,0.0034623804967850447,0.01872962899506092,0.00041367323137819767,0.03299044072628021
42,0.9430436491966248,0.006237204652279615,0.0011154694948345423,0.0035367929376661777,0.017306404188275337,0.00040028756484389305,0.0283601526170969
43,0.4363686740398407,0.13868631422519684,0.0014614616520702839,0.002718349453061819,0.1430116444826126,0.0010029273107647896,0.27675068378448486
44,0.3596991002559662,0.06626926362514496,0.003069335361942649,0.0042926776222884655,0.37052640318870544,0.0012919678119942546,0.19485126435756683
45,0.4211456775665283,0.05492835491895676,0.001064129639416933,0.00564994104206562,0.3100595772266388,0.00047750846715644,0.2066747546195984
46,0.605022132396698,0.045626018196344376,0.0006502752075903118,0.0030014098156243563,0.19121046364307404,0.00030254319426603615,0.1541871279478073
47,0.5142009854316711,0.004436173941940069,0.000434433197369799,0.007124462630599737,0.14910539984703064,0.0003650150028988719,0.3243334889411926
48,0.5142009854316711,0.004436173941940069,0.000434433197369799,0.007124462630599737,0.14910539984703064,0.0003650150028988719,0.3243334889411926
49,0.3694613575935364,0.0005537765682674944,0.0003048364887945354,0.008817498572170734,0.08135982602834702,0.00026998002431355417,0.5392327308654785
50,0.5101315975189209,0.002014756901189685,0.0003391396894585341,0.005096051841974258,0.1290707141160965,0.0002872315817512572,0.35306039452552795
51,0.7363955974578857,0.01051204651594162,0.0004085288674104959,0.009663484990596771,0.06938684731721878,0.00044880228233523667,0.17318469285964966
52,0.6953445672988892,0.0017466944409534335,0.0002660834288690239,0.014456996694207191,0.021191880106925964,0.0003803230356425047,0.26661351323127747
53,0.7955621480941772,0.004748527426272631,0.000705279759131372,0.013182269409298897,0.07835584878921509,0.0003869622596539557,0.10705889761447906
54,0.7919921875,0.004553197417408228,0.0007269561756402254,0.032329391688108444,0.03572458773851395,0.0007975862827152014,0.13387610018253326
55,0.7739679217338562,0.0027788144070655107,0.001080486923456192,0.008600425906479359,0.07328831404447556,0.0005110083147883415,0.13977301120758057
56,0.17354895174503326,0.01944129168987274,0.002513416577130556,0.007201413623988628,0.20111188292503357,0.0036651489790529013,0.5925179123878479
57,0.21748749911785126,0.0012545017525553703,0.0008832968305796385,0.01030122209340334,0.040040820837020874,0.0044135767966508865,0.7256190776824951
58,0.26313138008117676,0.0009470120421610773,0.0005455327336676419,0.010525001212954521,0.028803279623389244,0.0007275844691321254,0.695320188999176
59,0.3880365490913391,0.000353474635630846,0.0005210138042457402,0.002846537157893181,0.03264501690864563,0.00040645108674652874,0.5751910209655762
60,0.3880365490913391,0.000353474635630846,0.0005210138042457402,0.002846537157893181,0.03264501690864563,0.00040645108674652874,0.5751910209655762
61,0.3093462586402893,0.00012211927969474345,0.0013373740948736668,0.005306980572640896,0.016870245337486267,0.0015609429683536291,0.6654559969902039
62,0.3519979417324066,0.00021547988581005484,0.0006627121474593878,0.018319109454751015,0.027293022722005844,0.0016532952431589365,0.5998584628105164
63,0.3775520324707031,0.00012458307901397347,0.000821234192699194,0.012436246499419212,0.046421315521001816,0.0018346079159528017,0.5608099699020386
64,0.4310378134250641,0.00029215248650871217,0.0005638356087729335,0.009290618821978569,0.031198646873235703,0.0008844236144796014,0.5267325639724731
65,0.45100921392440796,0.00032641759025864303,0.0007208884926512837,0.011554046534001827,0.026285221800208092,0.002079365774989128,0.5080248713493347
66,0.41791871190071106,0.00025611245655454695,0.0008808497805148363,0.007918774150311947,0.022809194400906563,0.0028122346848249435,0.5474041104316711
67,0.40809372067451477,0.00032515329075977206,0.0012084613554179668,0.010455258190631866,0.013662555254995823,0.004213166888803244,0.5620417594909668
68,0.27465224266052246,0.0006890044314786792,0.001109686796553433,0.011486316099762917,0.010812759399414062,0.006456362083554268,0.6947936415672302
69,0.6211978793144226,0.00042012770427390933,0.0007358691073022783,0.007921556010842323,0.009268810041248798,0.0025608190335333347,0.35789501667022705
70,0.5294574499130249,0.00032083934638649225,0.0005040954565629363,0.00602370360866189,0.008811037987470627,0.0019462256459519267,0.45293667912483215
71,0.7648051977157593,0.00033151943353004754,0.000777765701059252,0.0025522441137582064,0.006936699617654085,0.0032739443704485893,0.22132259607315063
72,0.7537330389022827,0.0003241068043280393,0.0008428542059846222,0.0023102189879864454,0.007051931694149971,0.003724131966009736,0.23201382160186768
73,0.7911779284477234,0.00020275023416616023,0.0005880347453057766,0.001571440021507442,0.008662230335175991,0.001344009186141193,0.19645363092422485
74,0.7122625708580017,0.00029462622478604317,0.0004051495052408427,0.0037150592543184757,0.009537218138575554,0.0006770017207600176,0.2731083035469055
75,0.7899655103683472,0.00016682852583471686,0.00022940059716347605,0.0031170465517789125,0.008756237104535103,0.00038819765904918313,0.19737675786018372
76,0.7866457104682922,0.00016151528689078987,0.00022362331219483167,0.0030440655536949635,0.009101097472012043,0.00039034386281855404,0.2004336416721344
77,0.7606335282325745,0.00021160749020054936,0.0003244764229748398,0.0032887423876672983,0.008537673391401768,0.000519007327966392,0.2264849990606308
78,0.7606335282325745,0.00021160749020054936,0.0003244764229748398,0.0032887423876672983,0.008537673391401768,0.000519007327966392,0.2264849990606308
79,0.7339940667152405,0.0002549980999901891,0.00018430131603963673,0.0037015716079622507,0.00740468967705965,0.0006595521117560565,0.2538009285926819
80,0.6155892014503479,0.00039541698060929775,0.0002983113517984748,0.004611748270690441,0.010466826148331165,0.0010229438776150346,0.36761558055877686
81,0.7075103521347046,0.00045575643889606,0.000260032742517069,0.003607137594372034,0.009567808359861374,0.0007595118950121105,0.277839332818985
82,0.7179155945777893,0.0004995947820134461,0.0002676202275324613,0.0034292403142899275,0.010216894559562206,0.0007929298444651067,0.26687806844711304
83,0.6869410276412964,0.0004899973864667118,0.0002489415055606514,0.003646886209025979,0.010477031581103802,0.000839291897136718,0.2973567545413971
84,0.6869410276412964,0.0004899973864667118,0.0002489415055606514,0.003646886209025979,0.010477031581103802,0.000839291897136718,0.2973567545413971
85,0.6748076677322388,0.0003280207747593522,0.00025673152413219213,0.0025602136738598347,0.011530485935509205,0.0009498681756667793,0.30956706404685974
86,0.47741779685020447,0.000443621858721599,0.0003258297510910779,0.0038003441877663136,0.017055321484804153,0.0013986026169732213,0.4995584785938263
87,0.45655593276023865,0.0004119724326301366,0.0003244989784434438,0.004327863920480013,0.018056076020002365,0.0013866660883650184,0.5189369916915894
88,0.6443438529968262,0.000316162797389552,0.0002863467379938811,0.005245366599410772,0.00986451655626297,0.0014996157260611653,0.33844414353370667
89,0.7323974370956421,0.0002756228786893189,0.00017710844986140728,0.0019450149266049266,0.008367116563022137,0.000645811902359128,0.2561918795108795
90,0.7324456572532654,0.00027547110221348703,0.00017697694420348853,0.0019452811684459448,0.008365612477064133,0.0006452615489251912,0.25614577531814575
91,0.772729754447937,0.0002866524737328291,0.00024606857914477587,0.0019832493271678686,0.009671141393482685,0.0009498163126409054,0.2141333371400833
92,0.7510021328926086,0.0003871780354529619,0.00032897217897698283,0.0028774042148143053,0.009240382350981236,0.0017107584280893207,0.23445315659046173
93,0.8161658644676208,0.0004027750692330301,0.00031532306456938386,0.0013532813172787428,0.0190938301384449,0.0011260085739195347,0.16154290735721588
94,0.6957181096076965,0.0005847729626111686,0.0003835526295006275,0.002570163691416383,0.023604808375239372,0.0017777315806597471,0.27536073327064514
95,0.7204404473304749,0.00038718400173820555,0.00035714879049919546,0.003087288700044155,0.020486976951360703,0.0012159449979662895,0.2540249228477478
96,0.7204404473304749,0.00038718400173820555,0.00035714879049919546,0.003087288700044155,0.020486976951360703,0.0012159449979662895,0.2540249228477478
97,0.8545991778373718,0.0007690243655815721,0.00043232651660218835,0.002802892355248332,0.018208514899015427,0.001162489177659154,0.12202546745538712
98,0.8470974564552307,0.0009475999977439642,0.0003823184233624488,0.002253516810014844,0.016635728999972343,0.0008998727425932884,0.13178347051143646
99,0.7197136282920837,0.0012793669011443853,0.00057256780564785,0.005419389344751835,0.017241107299923897,0.002676734235137701,0.2530970275402069
